"A-6"|No |"66692651"|"108967007"
"A-7-6"|Yes|"66692651"|"108967008"
"A-4"|No |"66692652"|"108967009"
"A-6"|No |"66692652"|"108967010"
"A-7-6"|Yes|"66692652"|"108967011"
"A-4"|No |"66692653"|"108967012"
"A-6"|Yes|"66692653"|"108967013"
"A-7-6"|No |"66692653"|"108967014"
"A-4"|Yes|"66692654"|"108967015"
"A-6"|No |"66692654"|"108967016"
"A-4"|Yes|"66692482"|"108966645"
"A-6"|No |"66692482"|"108966646"
"A-6"|No |"66692483"|"108966648"
"A-7-6"|Yes|"66692483"|"108966647"
"A-6"|No |"66692484"|"108966650"
"A-7-6"|Yes|"66692484"|"108966649"
"A-6"|Yes|"66692485"|"108966652"
"A-7-6"|No |"66692485"|"108966651"
"A-4"|Yes|"66692486"|"108966653"
"A-6"|No |"66692486"|"108966654"
"A-7-6"|Yes|"66692487"|"108966655"
"A-4"|No |"66692488"|"108966656"
"A-6"|Yes|"66692488"|"108966657"
"A-7-6"|Yes|"66692489"|"108966658"
"A-7-6"|Yes|"66692490"|"108966659"
"A-4"|Yes|"66692491"|"108966660"
"A-6"|No |"66692491"|"108966661"
"A-6"|Yes|"66692492"|"108966662"
"A-6"|No |"66692493"|"108966664"
"A-7-6"|Yes|"66692493"|"108966663"
"A-4"|No |"66692494"|"108966666"
"A-6"|Yes|"66692494"|"108966665"
"A-4"|No |"66692495"|"108966668"
"A-6"|Yes|"66692495"|"108966667"
"A-2"|No |"66692400"|"108966464"
"A-4"|No |"66692400"|"108966465"
"A-6"|Yes|"66692400"|"108966466"
"A-7"|No |"66692400"|"108966467"
"A-2"|No |"66692401"|"108966468"
"A-4"|No |"66692401"|"108966469"
"A-6"|Yes|"66692401"|"108966470"
"A-7"|No |"66692401"|"108966471"
"A-6"|No |"66692402"|"108966472"
"A-7-6"|Yes|"66692402"|"108966473"
"A-4"|No |"66692403"|"108966474"
"A-6"|No |"66692403"|"108966475"
"A-7-6"|Yes|"66692403"|"108966476"
"A-6"|No |"66692404"|"108966477"
"A-7-6"|Yes|"66692404"|"108966478"
"A-7-6"|Yes|"66692405"|"108966479"
"A-2"|No |"66692406"|"108966480"
"A-4"|Yes|"66692406"|"108966481"
"A-6"|No |"66692406"|"108966482"
"A-2-4"|No |"66692407"|"108966483"
"A-3"|No |"66692407"|"108966484"
"A-4"|Yes|"66692407"|"108966485"
"A-6"|No |"66692407"|"108966486"
"A-6"|No |"66692833"|"108967428"
"A-7-6"|Yes|"66692833"|"108967429"
"A-4"|No |"66692834"|"108967430"
"A-6"|No |"66692834"|"108967431"
"A-7-6"|Yes|"66692834"|"108967432"
"A-4"|No |"66692835"|"108967433"
"A-6"|Yes|"66692835"|"108967434"
"A-7-6"|No |"66692835"|"108967435"
"A-4"|Yes|"66692836"|"108967436"
"A-6"|No |"66692836"|"108967437"
"A-6"|No |"66692837"|"108967438"
"A-7-6"|Yes|"66692837"|"108967439"
"A-7-6"|Yes|"66692838"|"108967440"
"A-4"|Yes|"66692839"|"108967441"
"A-6"|No |"66692839"|"108967442"
"A-2-4"|No |"66692840"|"108967443"
"A-3"|No |"66692840"|"108967444"
"A-4"|Yes|"66692840"|"108967445"
"A-6"|No |"66692840"|"108967446"
"A-4"|Yes|"66692607"|"108966910"
"A-6"|No |"66692607"|"108966909"
"A-4"|No |"66692608"|"108966911"
"A-6"|Yes|"66692608"|"108966913"
"A-7-6"|No |"66692608"|"108966912"
"A-4"|No |"66692609"|"108966914"
"A-6"|Yes|"66692609"|"108966915"
"A-4"|Yes|"66692610"|"108966917"
"A-6"|No |"66692610"|"108966916"
"A-4"|No |"66692611"|"108966918"
"A-6"|Yes|"66692611"|"108966919"
"A-7-5"|No |"66692611"|"108966920"
"A-1-b"|No |"66692612"|"108966922"
"A-6"|Yes|"66692612"|"108966923"
"A-7-5"|No |"66692612"|"108966921"
"A-4"|No |"66692613"|"108966924"
"A-6"|Yes|"66692613"|"108966925"
"A-4"|Yes|"66692614"|"108966926"
"A-6"|No |"66692614"|"108966927"
"A-4"|No |"66692615"|"108966929"
"A-6"|Yes|"66692615"|"108966930"
"A-7-6"|No |"66692615"|"108966928"
"A-6"|Yes|"66692616"|"108966932"
"A-7-6"|No |"66692616"|"108966931"
"A-6"|No |"66692617"|"108966934"
"A-7-6"|Yes|"66692617"|"108966933"
"A-4"|No |"66692618"|"108966935"
"A-6"|Yes|"66692618"|"108966936"
"A-4"|No |"66692619"|"108966938"
"A-6"|Yes|"66692619"|"108966937"
"A-6"|Yes|"66692620"|"108966939"
"A-7-6"|Yes|"66692621"|"108966940"
"A-4"|No |"66692622"|"108966943"
